Title,Metascore,Userscore
The Comedian,40,5.2
The Reluctant Fundamentalist,54,7.2
Buffalo Soldiers,56,6.1
Steal,N/A,N/A
Centurion,62,6.1
OngBak,N/A,N/A
Silent Trigger,N/A,N/A
Winnie Mandela,37,tbd
The Son of No One,36,4.6
Barely Lethal,44,5.0
Khumba,40,4.6
A Few Best Men,N/A,N/A
In Dubious Battle,43,8.0
Midnight in the Switchgrass,24,2.4
Broken Horses,32,5.7
Pandaemonium,60,4.6
Magic Mike XXL,61,5.6
Freedom,30,tbd
Manderlay,46,6.1
Fatal Attraction,67,7.6
Towering Inferno,N/A,N/A
Crocodile Dundee,62,7.0
Born on the Fourth of July,75,7.6
Cool Runnings,60,7.5
Stomp the Yard,44,6.4
My Bloody Valentine,51,6.0
The Possession,45,5.8
Urban Legend,35,6.2
Taps,49,7.8
White Fang,62,7.8
Superstar,42,6.5
The Iron Lady,52,6.2
Poetic Justice,51,7.4
Jonah: A VeggieTales Movie,58,7.4
All About the Benjamins,34,6.8
Exorcist II: The Heretic,39,4.2
Our Family Wedding,38,5.8
Vampire in Brooklyn,27,5.2
An American Haunting,38,5.5
A Perfect Getaway,63,6.3
Thinner,33,5.5
Dead Man on Campus,27,6.0
Tea with Mussolini,53,7.3
New York New York,tbd,tbd
Jason X,25,5.1
Crooklyn,65,6.7
I Think I Love My Wife,49,7.1
After,25,tbd
After,25,tbd
Bobby,54,6.9
Head Over Heels,27,5.1
Fun Size,37,5.5
Lost and Found,N/A,N/A
Little Children,75,7.7
Gossip,31,6.8
A Walk on the Moon,71,7.2
Suffragette,64,6.6
Catch a Fire,62,6.3
Mr. Turner,94,6.9
Soul Survivors,20,4.6
Jefferson in Paris,45,5.8
Amen,57,7.2
Margaret,61,7.7
The Salvation,64,7.1
Reign of Assassins,N/A,N/A
Set it Up,62,7.4
Clueless,71,7.4
Cah,tbd,6.3
Cah,tbd,6.3
Super Troopers,48,6.8
Far From Heaven,84,7.8
Seven Psychopaths,66,7.4
Quills,70,7.2
The Border,66,5.5
Under the Skin,83,6.8
No Good Deed,tbd,4.0
Good Morning Vietnam,67,7.5
Save the Last Dance,53,5.4
Justin Bieber: Never Say Never,52,3.0
The First Purge,54,4.7
Snow Day,34,6.3
The Shallows,59,6.3
Saw X,60,7.3
This Christmas,63,7.6
About Last Night,62,6.1
Young Guns,50,7.3
St. Vincent,64,7.5
Earth to Echo,53,5.1
Imaginary,34,4.9
Baby Geniuses,7,3.2
The Mist,58,7.2
Two Can Play That Game,35,tbd
Eye in the Sky,73,7.1
Admission,48,5.9
Woodlawn,57,6.3
The Astronaut Farmer,55,6.6
Mrs. Harris Goes to Paris,70,6.6
Dirty Work,24,5.7
Woo,N/A,N/A
Robinson Crusoe,N/A,N/A
Serial Mom,64,7.0
Light It Up,43,6.6
Bubble Boy,41,5.7
Birthday Girl,51,6.8
Ben is Back,66,6.8
Resurrecting the Champ,55,6.7
Chloe,49,5.8
Youth,64,7.1
Faithful,N/A,N/A
I Love You Phillip Morris,65,6.6
The Vatican Tapes,38,3.8
Find Me Guilty,65,6.9
Excessive Force,N/A,N/A
Infamous,68,7.1
Attack the Block,75,7.1
In The Land of Blood and Honey,56,3.1
The Killer Inside Me,53,5.7
Dumplin,53,6.2
Rogue City,tbd,6.5
Womb,48,7.0
Operation Chromite,50,4.9
The Drop,69,7.5
The Crocodile Hunter: Collision Course,50,7.1
Machete,60,6.6
Antwone Fisher,62,6.6
Sorority Row,24,5.5
Cat People,61,5.4
Cat People,61,5.4
The Prisoner of Zenda,N/A,N/A
Conviction,61,6.9
Solitary Man,69,5.3
Casino Jack,51,5.1
Oscar and Lucinda,65,6.9
The Funeral,N/A,N/A
The Perfect Game,42,8.2
A Little Bit of Heaven,14,5.1
Think Like a Man,51,6.2
Heaven is for Real,47,4.6
Star Trek II: The Wrath of Khan,68,8.5
Barbershop,66,5.6
WarGames,77,7.7
Ace Ventura: Pet Detective,37,7.0
Act of Valor,40,6.6
Witness,76,7.7
Step Up,48,6.8
Chronicle,N/A,N/A
Beavis and ButtHead Do America,N/A,N/A
Project X,46,6.1
Three Billboards Outside Ebbing Missouri,88,7.8
Overboard,53,7.9
Yentl,68,7.6
Time Bandits,79,6.9
Crossroads,27,6.9
Crossroads,27,6.9
Paper Towns,56,6.3
Quarantine,53,6.1
One Hour Photo,64,7.3
Johnson Family Vacation,29,8.0
How High,29,7.1
Crank,57,7.1
Katy Perry: Part of Me,57,7.3
Top Five,81,6.8
Prophecy,41,tbd
Project Almanac,47,5.5
Black and Blue,54,5.7
Just Wright,51,5.4
Stir of Echoes,67,7.0
Aquamarine,51,6.0
Young Adult,71,6.4
The Turning,N/A,N/A
If Beale Street Could Talk,87,7.0
Wish Upon,32,4.5
Living Out Loud,64,5.6
Rachel Getting Married,85,7.0
Girl with a Pearl Earring,72,7.2
House of Flying Daggers,89,7.6
Sorority Boys,25,6.7
Marshall,66,6.6
Cadillac Records,65,7.1
Arbitrage,73,6.9
Screwed,7,3.4
Running With Scissors,52,6.7
Fortress,48,tbd
Afraid,28,4.3
For Your Consideration,68,5.7
Celebrity,42,6.3
From Justin to Kelly,14,4.0
Invaders from Mars,56,4.4
Girl,73,6.1
In the Cut,47,6.8
Charlie Bartlett,54,7.0
Two Lovers,74,7.6
La grande bellezza,N/A,N/A
Last Orders,78,6.0
Gwoemul,N/A,N/A
The Pursuit of D.B. Cooper,N/A,N/A
Ravenous,46,7.6
Stoker,58,6.6
Kill the Irishman,50,6.6
Duma,82,8.2
Darling Companion,41,5.3
Ondine,65,6.9
Welcome to Collinwood,61,6.2
Life Before Her Eyes,N/A,N/A
Critical Care,N/A,N/A
Trade,42,6.9
San qiang pai an jing qi,N/A,N/A
Breakfast of Champions,42,6.5
Company Man,18,7.3
Woman Walks Ahead,51,6.4
Trash,50,6.7
Son of a Gun,49,6.1
Tu Xia Chuan Qi,N/A,N/A
Triangle,N/A,N/A
Drive Hard,29,3.4
The Dressmaker,47,7.0
Dark Places,39,6.0
Diamonds,33,tbd
Madadayo,79,6.8
Dirty Grandpa,21,4.0
St. Trinians,39,5.6
Gremlins,70,7.3
Major League,62,7.5
Phone Booth,56,6.8
Dead Man Walking,80,7.4
Cruel Intentions,56,7.3
Woman in Gold,51,7.2
History of the World: Part I,47,7.1
I Tonya,77,7.8
Saw VI,30,6.6
Corky Romano,20,4.6
Fighting With My Family,68,7.1
Raising Cain,42,4.4
F.I.S.T,54,9.0
Quartet,64,6.1
Out Cold,22,6.9
The Ladies Man,22,6.5
Tomcats,15,5.6
Inside Llewyn Davis,93,7.8
Frailty,64,6.9
Army of Darkness,59,7.9
Kinsey,79,6.5
Peeples,52,5.4
Boy Erased,69,7.2
Sultan,tbd,5.4
Slackers,12,4.6
The Gospel of John,N/A,N/A
Vera Drake,83,6.8
What If,tbd,7.6
La piel que habito,N/A,N/A
Othello,N/A,N/A
Return to the Blue Lagoon,28,7.0
Romance and Cigarettes,N/A,N/A
Copying Beethoven,59,7.2
Brighton Rock,57,5.8
LOL,72,3.1
Misconduct,24,5.3
Eli,tbd,5.4
Saw V,20,5.6
Dolor y gloria,N/A,N/A
Jindabyne,65,5.0
Line Walker,N/A,N/A
Kabhi Alvida Naa Kehna,tbd,8.1
An Ideal Husband,67,7.8
Darkness,tbd,tbd
The Last Days on Mars,46,5.4
E.T. the ExtraTerrestrial,N/A,N/A
In the Land of Women,47,5.6
Les gardiennes,N/A,N/A
There Goes My Baby,N/A,N/A
Lovesick,31,5.5
Housefull,N/A,N/A
September Dawn,25,tbd
Stripes,68,7.2
The Purge: Election Year,55,5.8
Book Club,53,4.8
Bring it On,52,6.6
Insidious: The Last Key,49,5.5
jackass forever,74,6.7
White Noise,30,5.5
The Color of Money,77,7.6
The Best Exotic Marigold Hotel,62,7.4
Hereditary,87,7.5
Love Simon,72,8.1
Happy Gilmore,31,7.5
Jigsaw,39,6.0
St. Elmos Fire,35,6.3
Oliver,N/A,N/A
Mad Max Beyond Thunderdome,71,6.2
The Boy,42,5.9
Commando,51,7.2
Everything Everything,52,5.3
Devil,44,6.3
Friday After Next,35,5.6
The Second Best Exotic Marigold Hotel,51,6.0
The Last Dragon,58,7.3
How to Be a Latin Lover,54,5.2
The Lawnmower Man,42,5.8
Calendar Girls,60,6.8
Dogma,62,7.0
Slender Man,30,2.8
Road House,36,6.7
Teen Titans Go To The Movies,N/A,N/A
When the Bough Breaks,28,2.8
Twilight Zone: The Movie,44,6.3
Swimfan,29,6.8
Employee of the Month,36,5.4
Sinister,N/A,N/A
The Forest,34,4.7
The Outsiders,45,7.2
Cant Hardly Wait,53,6.4
Sparkle,tbd,tbd
Kevin Hart: What Now,60,4.7
Mud,76,7.8
Skyline,26,3.4
The Disaster Artist,76,7.6
Blair Witch,47,4.9
FX,71,7.2
Valentine,18,5.6
Paranormal Activity: The Ghost Dimension,30,3.9
Kit Kittredge: An American Girl,63,6.2
Invasion U.S.A.,29,7.8
Roll Bounce,59,5.2
The Good Liar,55,5.6
Tremors,65,7.8
The Perfect Man,27,6.7
The Unholy,36,4.7
Wrong Turn,32,6.0
The Corruptor,56,6.4
My Week with Marilyn,65,7.2
Big Eyes,62,7.0
Broken Flowers,79,6.9
Hey Arnold The Movie,N/A,N/A
Poms,36,6.4
Brahms: The Boy II,29,4.7
The Matador,56,tbd
Love Jones,65,tbd
The Gift,62,6.6
The Gift,62,6.6
End of the Spear,45,6.5
Get Over It,52,5.3
The Beguiled,77,6.1
Drop Dead Gorgeous,28,7.7
Very Bad Things,33,6.2
Sleepover,33,4.1
Can You Ever Forgive Me,87,7.5
Body Double,69,6.9
MacGruber,43,6.5
Dirty Pretty Things,78,7.1
Bad Words,57,6.4
Over Her Dead Body,30,4.3
Bones,42,6.7
Seeking a Friend for the End of the World,59,6.8
Turistas,36,5.6
Shut In,25,4.4
Cedar Rapids,70,6.9
Dog Days,66,tbd
Next Goal Wins,71,5.2
A.X.L.,29,5.7
Deuces Wild,16,5.1
Heartbeeps,N/A,N/A
Danny Collins,58,6.6
Rescue Dawn,77,7.4
Black and White,47,6.8
King Kong Lives,32,2.3
Jay and Silent Bob Reboot,46,5.0
Brian Banks,58,6.3
On the Line,34,5.5
Gotti,24,4.4
Jeff Who Lives at Home,60,6.5
Denial,63,6.4
The Man Who Knew Infinity,56,7.3
Max Steel,22,3.0
Everybody Wants Some,85,7.1
Crash,66,7.2
Crash,66,7.2
Atlas Shrugged: Part II,N/A,N/A
Romeo Is Bleeding,tbd,tbd
Rosewater,67,7.3
Malone,N/A,N/A
Bucky Larson: Born to Be a Star,9,1.9
Hillsong: Let Hope Rise,N/A,N/A
Bamboozled,56,5.4
The Iceman,60,7.0
Testament of Youth,76,7.3
Free Fire,63,6.0
A Better Life,64,7.3
Spider,83,6.9
Gun Shy,42,7.0
Nicholas Nickleby,71,6.0
Krrish,N/A,N/A
Killer Joe,62,6.6
Churchill,44,6.1
Cecil B. Demented,57,5.7
Owning Mahowny,70,6.7
My Blueberry Nights,51,6.6
Illuminata,60,3.3
Coriolanus,79,6.9
Our Friend,57,6.6
Parkland,51,6.4
Swept Away,18,5.8
War Inc.,37,7.0
Shaolin Soccer,68,7.9
The Brown Bunny,51,6.1
King of California,63,6.8
Imaginary Heroes,53,5.7
High Heels and Low Lifes,39,tbd
Cinco de Mayo La Batalla,N/A,N/A
Welcome to the Rileys,50,8.2
Kicks,69,6.9
High School,31,7.3
Severance,62,7.3
Edmond,61,6.4
Blood Done Sign My Name,49,tbd
Motherhood,34,2.8
Triple Threat,60,5.5
Eulogy,34,5.3
Alabama Moon,N/A,N/A
An Alan Smithee Film: Burn Hollywood Burn,N/A,N/A
The Open Road,47,8.0
Strangerland,42,5.4
Janky Promoters,N/A,N/A
Blonde Ambition,N/A,N/A
The Oxford Murders,tbd,5.2
Barbecue,tbd,tbd
Jessabelle,37,5.2
American Heist,23,4.3
You Got Served: Beat The World,N/A,N/A
Fifty Dead Men Walking,57,7.0
Plastic,32,3.8
Message from the King,40,5.9
Jungle Shuffle,N/A,N/A
Adam Resurrected,58,4.7
Good Intentions,N/A,N/A
Detention,45,6.2
Step Sisters,tbd,6.5
Irreplaceable You,34,5.1
Passing,85,6.7
Friend Request,31,4.8
Gunless,N/A,N/A
Adventureland,76,7.1
Truth,23,tbd
Next Friday,41,6.7
You Only Live Twice,61,6.8
Poltergeist III,40,5.5
The Runaways,65,6.9
Gentlemen Broncos,28,5.6
When We First Met,36,5.9
Melancholia,81,7.4
The Secret: Dare to Dream,32,6.8
Heavy Metal,51,6.9
Jab Tak Hai Jaan,tbd,8.8
Kites,62,4.6
Elle,89,7.2
Mine Vaganti,N/A,N/A
Zarafa,64,6.2
The Purge: Anarchy,50,6.3
Thunderball,64,6.8
Escape Room,48,6.0
The Curse of La Llorona,41,4.5
The Strangers,47,6.3
Set It Off,62,4.5
Ouija: Origin of Evil,65,6.5
The Best Man,61,6.1
Childs Play,58,7.4
Midsommar,72,6.5
Black or White,45,6.3
Down to You,13,5.6
The Contender,59,6.7
Black Christmas,22,5.6
Black Christmas,22,5.6
The Edge of Seventeen,77,7.6
Jackie,81,7.3
Come Play,58,6.2
Loving,79,7.1
The Savages,85,7.5
Chasing Papi,33,3.5
The Sun is Also a Star,52,5.8
Igby Goes Down,72,6.3
PCU,42,tbd
Madame Sousatzka,N/A,N/A
Beautiful,23,7.5
Gracie,52,7.5
The Sapphires,67,7.5
Greater,35,6.8
Destroyer,62,5.7
Trust the Man,43,7.2
Undiscovered,29,7.3
Velvet Goldmine,65,6.3
Princess Kaiulani,41,tbd
National Champions,52,tbd
The Legend of Suriyothai,N/A,N/A
Dheepan,76,7.1
Opal Dream,56,7.3
Another Day of Life,78,6.9
Skin Trade,39,5.2
Les gamins,N/A,N/A
Veronika Decides to Die,tbd,6.4
Barbarella,51,5.8
The I Inside,N/A,N/A
Awake,33,5.5
The Age of Shadows,78,7.0
All the Presidents Men,84,8.0
Crazy Heart,83,7.4
Star Wars: The Clone Wars,35,5.9
The DUFF,56,6.7
Dragon Ball Super: Broly,59,8.2
The Rose,67,tbd
Baggage Claim,34,4.5
Middle School: The Worst Years of My Life,51,6.0
Election,73,7.5
The Namesake,82,7.7
Sound of Hope: The Story of Possum Trot,tbd,7.9
All is Lost,87,6.6
Club Dread,45,4.9
Bright Star,81,7.5
Glitter,14,4.2
The Rover,64,7.1
Silmido,N/A,N/A
Repo The Genetic Opera,N/A,N/A
A.C.O.R.N.S.: Operation Crackdown,N/A,N/A
My Name is Khan,50,8.5
Namastey London,N/A,N/A
Yeh Jawaani Hai Deewani,N/A,N/A
Limbo,83,7.2
Cmon Cmon,82,7.2
Quo Vadis,67,5.4
The Muppet Movie,74,8.3
Splash,71,6.7
Easy A,72,7.2
You Got Served,37,4.4
The Intruder,85,tbd
A Walk in the Woods,51,5.7
Brown Sugar,58,8.5
Howards End,88,8.1
That Awkward Moment,36,5.4
Shutter,37,5.1
Modern Problems,27,5.0
Much Ado About Nothing,78,7.5
The Player,86,8.0
Creepshow,59,6.9
Akeelah and the Bee,72,6.6
Tarot,36,4.3
Drive Me Crazy,42,6.6
Enough Said,78,7.6
Half Baked,16,7.2
New in Town,29,5.0
Begin Again,62,7.7
See No Evil,17,5.2
Bon Cop Bad Cop,N/A,N/A
Shadow of the Vampire,71,7.0
Under Fire,N/A,N/A
Woman on Top,41,4.7
Held Up,21,4.4
Morgan,48,5.6
Anomalisa,88,7.5
Another Year,81,7.4
Clay Pigeons,46,7.3
El Chicano,46,6.0
Lean on Pete,80,7.7
Made in Dagenham,65,6.4
Cut Throat City,67,5.9
Mr. Church,37,7.4
Prefontaine,55,7.4
The Wicked Lady,N/A,N/A
Down in the Valley,65,7.0
Brooklyn Rules,53,3.0
Seberg,54,5.2
Ma vie de Courgette,N/A,N/A
Fido,70,6.7
London Fields,16,3.5
Restless,39,tbd
The Land Girls,N/A,N/A
The Wendell Baker Story,44,tbd
Wild Target,41,7.7
Wuthering Heights,70,5.6
Aloft,34,4.4
Fireflies in the Garden,34,7.5
Dear Wendy,33,5.2
Welcome to Dongmakgol,N/A,N/A
The Death and Life of Bobby Z,N/A,N/A
Backstabbing For Beginners,48,5.4
The Report,66,7.0
Maurice Richard,tbd,tbd
Teen Beach Movie,N/A,N/A
Green Street Hooligans: Underground,N/A,N/A
Code of Honor,tbd,5.3
Burn Your Maps,50,tbd
The Bling Ring,66,6.4
Swimming Pool,70,6.2
Loulou lincroyable secret,N/A,N/A
Loin des hommes,N/A,N/A
Driving Miss Daisy,81,7.2
Soul Food,70,5.8
Rumble in the Bronx,61,6.5
Thank You For Smoking,71,7.4
An Education,85,7.6
Narc,70,6.8
Shopgirl,62,6.3
Men with Brooms,N/A,N/A
Witless Protection,17,5.8
Albert Nobbs,57,6.3
The Neon Demon,51,6.6
Masked and Anonymous,32,7.8
Borg vs McEnroe,63,6.8
Black November,31,tbd
The Hole,57,6.4
Outside Bet,N/A,N/A
Kirikou Et Les Hommes Et Les Femmes,N/A,N/A
Pound of Flesh,41,5.5
Little Evil,tbd,5.2
The Bye Bye Man,37,3.0
Ta Ra Rum Pum,49,tbd
Harry Brown,55,6.7
Die Welle,N/A,N/A
Diamonds Are Forever,59,5.7
Mississippi Grind,77,6.8
Magic Mike,72,6.1
Flashdance,39,6.7
Earthquake,56,7.0
Jumping the Broom,56,4.8
Live and Let Die,55,6.2
My Dog Skip,61,7.6
Darkness Falls,23,5.5
Good Night and Good Luck,80,7.0
Fantasy Island,22,4.5
The Descent,71,7.5
Desperado,55,7.1
Logans Run,53,6.6
Kingdom Come,48,6.8
Action Jackson,36,6.5
Michael Jordan to the MAX,57,tbd
Dope,72,7.5
BrightBurn,44,6.2
The Devils Rejects,54,6.7
Flirting with Disaster,82,6.8
Beyond the Lights,73,6.4
Buffy the Vampire Slayer,48,5.6
In Too Deep,53,6.7
Silver Bullet,26,6.9
A Serious Man,88,7.3
Get Low,77,6.6
A Single Man,77,8.0
Warlock,44,6.6
Cyrus,74,6.1
Outside Providence,62,5.9
RabbitProof Fence,N/A,N/A
Split Second,26,5.6
Nikita,N/A,N/A
The Other Side of Heaven,38,tbd
Redbelt,69,6.4
A Dog of Flanders,38,5.3
Auto Focus,66,5.4
Assassination Nation,54,5.9
The Mighty Macs,49,6.3
Factory Girl,45,6.5
The Christmas Candle,33,7.5
I Hope They Serve Beer in Hell,26,4.5
Finding Your Feet,53,6.5
Mother and Child,64,6.8
March or Die,N/A,N/A
Les Visiteurs,N/A,N/A
Freeheld,50,7.5
Dom Hemingway,55,6.4
Hesher,45,7.0
Chairman of the Board,N/A,N/A
Gerry,54,5.0
The Heart of Me,53,tbd
Trudno byt bogom,N/A,N/A
Twixt,40,6.1
Oddball,N/A,N/A
Z Storm,N/A,N/A
Criminal Activities,51,6.9
High School Musical,N/A,N/A
Pale Rider,61,7.5
House at the End of the Street,31,5.6
Dazed and Confused,82,7.9
Two Lovers and a Bear,61,5.7
Shade,40,6.8
Bran Nue Dae,54,6.1
Remember Me My Love,53,tbd
Perriers Bounty,47,7.9
Tropa de Elite,N/A,N/A
Annabelle,37,5.0
La Bamba,65,7.3
The Four Seasons,55,tbd
Dressed to Kill,74,7.3
Countdown,31,4.6
My Little Pony: The Movie,39,6.8
Friends with Money,68,6.0
Bats,23,4.4
Same Kind of Different as Me,47,6.5
Nowhere in Africa,72,7.8
Shame,72,7.7
Layer Cake,73,7.2
The East,68,7.4
The Messenger,77,7.0
A Home at the End of the World,59,5.5
Aberdeen,78,7.3
Tracker,N/A,N/A
Good Bye Lenin,N/A,N/A
Personal Shopper,77,6.5
Adopte un veuf,N/A,N/A
Operation Mincemeat,65,6.0
Les Innocentes,N/A,N/A
Mallrats,41,7.1
Brice de Nice,N/A,N/A
Breaking In,42,3.9
Caddyshack,48,7.2
Ready or Not,64,6.9
The Brothers,50,tbd
Booksmart,84,6.8
National Lampoons Van Wilder,N/A,N/A
Duel in the Sun,N/A,N/A
Unsung Hero,46,8.9
Unplanned,10,6.3
Best in Show,78,7.3
A Mighty Wind,81,7.0
The Prodigy,45,5.4
The Possession of Hannah Grace,37,4.8
School Daze,52,5.4
Daddy Day Camp,13,2.8
Mystic Pizza,59,7.1
Mr. Nice Guy,N/A,N/A
Sliding Doors,59,6.7
Tales from the Hood,N/A,N/A
The Words,37,6.7
The Year of Living Dangerously,65,7.3
The Lady in the Van,70,6.8
Bernie,75,7.2
Freaky,67,6.4
Pollock,77,7.0
Journey to Bethlehem,tbd,tbd
City Island,66,7.7
Unbroken: Path to Redemption,39,4.4
Casa de mi Padre,52,5.5
The Guard,78,7.3
Little Voice,69,7.3
Simply Irresistible,27,5.2
Wish I Was Here,43,7.3
Juliet Naked,67,6.8
Venus,82,6.8
Veronica Mars,62,7.4
Only the Strong,N/A,N/A
Shattered Glass,73,7.6
The Wackness,61,6.9
Novocaine,45,6.9
Snow Flower and the Secret Fan,42,7.5
Mandy,83,7.0
Under sandet,N/A,N/A
Morvern Callar,78,6.6
Come Early Morning,64,7.0
The Greatest,45,7.0
Deadfall,52,5.7
Julia,62,7.3
Lucky Break,48,tbd
Surfer Dude,16,4.8
Song One,48,6.5
Lake of Fire,83,6.2
Don McKay,50,tbd
Benji,53,8.6
Benji,53,8.6
Men of War,N/A,N/A
Freaky Deaky,N/A,N/A
The Hit List,N/A,N/A
Tallulah,63,7.3
Videodrome,58,7.2
Winter in Wartime,66,7.4
Foolproof,N/A,N/A
Trade of Innocents,29,tbd
The Lair,41,5.0
The Inbetweeners,N/A,N/A
Valhalla Rising,61,6.5
Bend it Like Beckham,66,6.6
Crossover,30,5.5
Sunshine State,69,tbd
Rec,71,7.0
Chariots of Fire,78,6.8
Diary of a Mad Black Woman,36,5.5
Don Jon,66,6.9
Show Dogs,31,2.9
Hell Fest,26,6.6
Mambo Italiano,41,6.8
Ghost World,90,7.6
Iris,76,7.0
Galaxina,N/A,N/A
Wonderland,43,5.7
Le Havre,82,7.1
El Clan,N/A,N/A
Harvard Man,49,8.0
Berlin Syndrome,70,6.0
Salvation Boulevard,35,5.8
Miss Julie,46,tbd
Animals,71,tbd
Portrait de la jeune fille en feu,N/A,N/A
Irreversible,51,7.0
Rang De Basanti,N/A,N/A
Grabbers,62,5.8
The Ten,50,5.4
A Room for Romeo Brass,65,tbd
The Girl with all the Gifts,67,6.3
Wilson,49,5.3
Dum Maaro Dum,N/A,N/A
Paranormal Activity,68,6.4
Saw II,40,6.8
Lights Out,58,6.6
The Visit,60,tbd
Happy Death Day,58,6.8
Ouija,38,3.6
MA,67,tbd
No se Aceptan Devoluciones,N/A,N/A
Freddys Dead: The Final Nightmare,39,4.5
Overcomer,17,7.1
Paranormal Activity: The Marked Ones,42,5.0
The Forge,tbd,tbd
Oculus,61,6.7
No Escape,38,6.4
The Lazarus Effect,31,4.8
Our Idiot Brother,60,6.4
The Strangers: Prey at Night,48,5.4
The Way Way Back,68,7.9
As Above So Below,39,6.4
Gods Not Dead,16,3.4
The Apostle,83,7.2
Race,56,6.4
Mommie Dearest,55,7.0
Paul Apostle of Christ,52,7.9
Addicted,32,2.6
Halloween: The Curse of Michael Myers,10,4.5
Nighthawks,56,6.6
Spring Breakers,63,5.9
It Comes at Night,78,6.2
Lone Star,79,6.8
Diner,82,7.5
Before I Fall,58,6.3
Lone Wolf McQuade,65,7.1
Sunshine Cleaning,61,6.3
Fifty Shades of Black,28,2.5
Solomon and Sheba,N/A,N/A
Not Easily Broken,43,tbd
Moms Night Out,25,5.9
The Belko Experiment,44,5.2
The Perfect Match,41,5.7
Digimon: The Movie,N/A,N/A
Saved,N/A,N/A
Robin and Marian,73,6.8
The Forsaken,35,7.1
Jexi,39,4.5
UHF,32,8.0
Grandmas Boy,33,7.0
Slums of Beverly Hills,68,6.0
Made,62,4.4
Dont Let Go,49,6.1
Zola,76,6.1
Incarnate,30,4.7
Eddie and the Cruisers,51,tbd
Keeping Up with the Steins,57,7.1
Bottle Shock,56,6.0
My Old Lady,52,6.8
Jekyll and Hyde... Together Again,N/A,N/A
Nomadland,87,7.3
The Beach Bum,55,5.4
The Outfit,69,7.2
Green Room,79,7.2
Thoroughbreds,75,7.0
Heavenly Creatures,86,7.1
The Other Side of the Door,41,5.2
Everything Must Go,65,6.3
Kill the Messenger,60,7.1
Rabbit Hole,76,7.7
Paterson,90,7.8
Zero Effect,N/A,N/A
Light Sleeper,70,6.8
American Teen,66,tbd
Atlas Shrugged: Who Is John Galt,9,3.5
Party Monster,36,5.2
Bottle Rocket,67,7.5
Albino Alligator,48,5.1
Jimi: All is By My Side,66,5.1
Skins,57,tbd
Gandhi My Father,57,tbd
Standard Operating Procedure,70,7.3
Touchback,56,6.9
No Looking Back,N/A,N/A
Cop Car,66,6.1
Lovely Still,57,7.5
Tycoon,N/A,N/A
Desert Blue,N/A,N/A
Decoys,N/A,N/A
Stuck,61,5.3
Redacted,52,6.8
Lansky,45,5.9
Rudderless,52,8.5
Fascination,13,2.0
Grace,52,5.0
Revenge of the Green Dragons,36,6.7
Mientras duermes,N/A,N/A
Flying By,N/A,N/A
The Cottage,N/A,N/A
Occupied City,76,7.9
A Day to Die,N/A,N/A
Dying of the Light,31,3.1
Yoga Hosers,23,4.7
Grand Isle,29,4.2
Born of War,N/A,N/A
Capricorn One,38,8.0
Dead Like Me: Life After Death,N/A,N/A
Farce of the Penguins,N/A,N/A
Wheelman,66,6.5
Reach Me,21,5.3
We Have Your Husband,N/A,N/A
Aztec Warrior,N/A,N/A
The Hatching,N/A,N/A
Running Forever,N/A,N/A
Time,73,6.9
Every Day,48,6.2
The Awakening,53,6.7
Hostel,55,6.2
Only God Forgives,37,6.3
Take Shelter,85,7.7
Tristram Shandy: A Cock and Bull Story,80,6.0
Lady in White,70,tbd
Without Men,N/A,N/A
Treading Water,47,tbd
Pat Garrett and Billy the Kid,N/A,N/A
Camping Sauvage,N/A,N/A
Barfi,N/A,N/A
Dear Frankie,63,7.2
Le nom des gens,N/A,N/A
Savage Grace,51,4.9
Out of the Blue,70,tbd
Occupation,45,3.4
Police Academy,41,7.3
Four Weddings and a Funeral,81,7.2
The Blue Lagoon,31,7.1
Barbarian,78,6.9
Fast Times at Ridgemont High,61,7.6
Moby Dick,78,tbd
The Lobster,82,7.1
Bound,64,7.8
Tango,N/A,N/A
Salvador,69,7.1
Salvando al Soldado Perez,N/A,N/A
Nannerl la soeur de Mozart,N/A,N/A
Spun,41,7.9
Life During Wartime,69,4.9
Blackthorn,61,5.9
Maggie,52,6.3
After.Life,36,6.1
Mean Machine,45,7.4
Spoken Word,56,tbd
The Sweeney,48,5.4
Falcon Rising,49,4.5
Blood Quantum,63,3.6
Fugly,N/A,N/A
Zipper,39,5.1
The Final Girls,59,7.3
Daisy Winters,tbd,tbd
Silent Movie,75,5.8
R.L. Stines Monsterville: The Cabinet of Souls,N/A,N/A
Whale Rider,80,6.7
Sexy Beast,79,7.9
Snabba Cash,N/A,N/A
Talk To Me,69,6.3
Animal Kingdom,83,7.9
Cargo,47,6.5
Love and Death on Long Island,81,7.7
The Boy Next Door,30,5.5
Leaving Las Vegas,82,7.8
Exodus,N/A,N/A
Father Stu,40,6.7
The Kids Are All Right,86,7.3
A Haunted House,20,5.1
The Last Exorcism Part II,35,3.7
The Front Page,76,tbd
Trapeze,N/A,N/A
They Live,55,7.4
Saving Grace,62,6.7
The Darkness,27,2.5
Scoop,48,6.3
The Visitor,79,7.9
Traffik,37,4.3
The Misfits,77,7.0
The Night Listener,51,5.7
El orfanato,N/A,N/A
Bug,62,6.8
Topaz,N/A,N/A
Four Rooms,N/A,N/A
Secretary,63,6.8
Talk Radio,66,7.3
Waiting for Guffman,72,6.8
Love Stinks,23,7.0
The Art of Getting By,36,6.4
Thumbsucker,69,3.9
Red State,50,6.3
